Insult,Date,Comment
0,20120610095452Z,"""Problem loosing choices due beurocracy. islamisten bureaucracy act organize later boy killing dont knowit"""
1,20120502053501Z,"""Its kind frightening knowing dbags like exist."""
0,20120528232954Z,"""NO BC, No greencard.\xa0 NO SOUP FOR YOU!!!!!!"""
1,20120320180032Z,"""fuck hell"""
0,,"""Credit 2 photographer ,4 using wide angle lens 2 get ears photo....."""
0,20120502205247Z,"""Please reply Israel's nuclear weapons. Do deny exist"""
0,20120620040054Z,"""Me acord\xe9 de \xe9ste:\nhttp://profile.ak.fbcdn.net/hprofile-ak-snc4/161968_314983278564179_1189018131_s.jpg"""
0,20120619002502Z,"""IF THE DIRECTER CAST RANBIR KAPOOR FOR BLOODY VEER - THEN THEY SHOULD CHANGE THE NAME - FROM BLOODY VEER TO BLOODY FUCKER BECOS RANBIR IS A BLOODY FUCKER - YES RANBIR KAPOOR TAKE VIRGIN BLOOD OF A VIRGIN GIRL \xa0- LIKE A VAMPIRE BUT - HE ALWAYS TAKE A VIRGIN GIRLS BLOOD - NOT FROM HER NECK BUT TAKE IT BY FUCKING HER VIRGIN HOLE(VAGINA) ...............................RANBIR ( DHELA CHARECTER ) KAPOOR SIMPLY ENJOY - FUCKING VIRGIN HOLE AND ENJOY TO WATCH THE VIRGIN BLOOD WHICH CAME OUT FROM THAT VIRGIN HOLE..........................................POOR GIRLS.....................................................SO I THINK -BLOODY FUCKER IS THE PERFECT NAME FOR THIS FILM..................IF THEY CAST THIS BLOODY KHANDANI FUCKER(RANBIR KAPOOR)..........................ALL THE BEST FOR THE FILM."""
0,20120528145249Z,"""Most bankruptcies take months years resolve. GM's took days."""
0,20120609182356Z,"""I get. This\xa0 video I understand sucking thumb daddy issues. I think bad habit. That I enjoy doing. A lot ppl probably commenting video. So FUCK hoes lol."""
1,20120618215730Z,"""You need shut pie hole go away. You suck."""
0,,"""i think liam watch pat condell maybe learn abit faith......................."""
1,20120320185349Z,"""god, get rid shitty tattoos piercings, another decent girl ruined !\n\nand even LA got tatted lol fuckin loser !"""
0,20120529113600Z,"""Interesting story Canadian prime minister's reaction nude painting done him\nhttp://www.iol.co.za/the-star/art-helps-to-expose-the-naked-truth-1.1305811"""
0,20120619004122Z,"""I never seen Mike genuinely messed before. Here, I'll bring closure:\n\nThe core problem Prometheus NOT bring new interesting ideas. However, promises start 'will', obviously fucking doesn't.\n\nAnd that's current state confusion stems from. Psychologically, left theater yet, waiting ""finish"". But (and will) days come grips fact movie over, empty, hollow piece crap.\n\nAnd I mentioned core problem. I even touch nonsensical plot, nonsensical characters, on."""
1,20120610172557Z,"""Hey idiot, caps lock ON"""
0,20120502075242Z,"""@meiguorenzaizhongguo I make sense?! R u kiddin me?! Stick u're opinion, ok, respect that, make sense u're answer every damn post here...u cant change opinion koz need every 32.000 well sooooo, u got point...u're mission shit people accepting opinion, wish etc. Calm fuck down...!"""
0,,"""Roman caught attention last year ims, shame bikes get mixed bunch busa's extended swing arms airbrush jobs. His level fab work, fit finish compete full customs ive seen deserves respect bike builders choses differnt canvas\\n\\n """
1,20120620045050Z,"""Welcome crowd fellow idiot."""
0,,"""@hoconnor208 Love it! Dirty Harry Chicago Thug pasty fat boy!\\\\n""This .357 could blow head clean off."""
0,,"""\\xc2\\xa0Its good thing Republicans licking Obama's feet."""
1,20120620175856Z,"""atm55....your words truly ignorant person"""
0,20120529013619Z,"""I Laugh trolls saying Weaver faked it. It shows little know baseball sports general. I bet never even picked baseball life"""
0,20120619200244Z,"""At beginning season send down, one pick up. No one violates rule."""
0,,"""@gsj2001@jloomis3 I dunno- I heard real bitch editor."""
0,20120529202821Z,"""""If person Republican fundraiser, media would like flies pile horse poop.""\n\nA Republican fundraiser know sex, much less striptease."""
0,,"""Oh least military WORK money public assistance work, work suck America dry collecting welfare checks.\\xc2\\xa0 Why can't cut them?"""
0,20120620033651Z,"""My balls fucking itch."""
1,20120620155812Z,"""The name jacker idiot"""
0,20120527181448Z,"""They got Carter turned Iran radical mudslimes."""
0,20120611183252Z,"""STFU, Cause talking Roger Roger definetely make comments. Those comments made random idiot made fake twitter account random idiot hacked Roger's twitter account. Do really think man Roger's position make hatefull coments ?"""
0,,"""So refuse retract letter- based lie- guy hate- lying American people? That disturbing, dishonest, sleazy behavior part Judson Phillips one reason I personally call Tea Party member. If keep up, bigger joke left ever sadly smear conservatives values."""
0,20120529052153Z,"""1) 2) 3) 4) 5) 6) stop stupid numerical stats, admit wanna pork Wade!!!!!!"""
0,20120529233743Z,"""And Heat shot 5-25 3's still 14. So let's act like Heat played best either.."""
0,,"""THE TOMBSTONE....... THE HEARSE....... THE STAKE PIES .......\\n\\nARE ORDERED...OH WELL IT WAS GOOD WHILE YOU LASTED......\\n\\nLMFAO.....HAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHA"""
0,20120611213002Z,"""Those inside made money investors took shorts. Ever feel like someone pulling strings?"""
0,20120619222536Z,"""i'll give credit right whinger.\xa0 stands stupid, racist, moronic, ignorant, hateful, idiotic, bilious, cretinous comments try blame someone else.\xa0 hey espinosa, hope fall well."""
0,20120530020128Z,"""It's pretty meaningful highest ranking government official, shortage additional examples. \xa0Take normal high school approximately 50% white 50% black student body example. \xa0Go look lunch room. \xa0You see whites blacks sitting much often not. \xa0Most serious conflicts divided along racial lines. \xa0Racial preferences also reflected people choose live. \xa0There affluent black community region affluent blacks often choose live among affluent blacks. \xa0They blamed it. \xa0It natural people want associate people like themselves. \xa0People's desire associate kind national trend. \xa0It characteristic human nature existed many thousands years earth."""
1,,"""more like turn yo ass carnival ride, already look like take dick ass homo ass picture yours."""
1,20120528233229Z,"""ANYBODY AND I MEAN ANY MOTHERFUCKER WHO CONFUSES BILL PULLMAN WITH BILL PAXTON IS A FUCKING IMBECILE BENEATH CONTEMPT"""
0,20120529163813Z,"""Have one ever seen dude fuck flick? \xa0I wonder fucks around not. \xa0All I see jerk flicks."""
0,,"""@dale0987654321 @TinaDexler NUMBER FIFTEEN, LOL"""
0,20120529051203Z,"""shisui born tobi gave nagato rinnegan......so thats hopeless case."""
1,20120320142848Z,"""you sickening pathetic !!!!!!!!!!!!!!"""
0,20120619221616Z,"""@jwoude23\xa0\xa0@Rourke needs give fucking like\xa0eh never got them. i'm waiting Lollipop Chainsaw drop price game looks bad great"""
0,,"""@Ar_RIHANNA regret dont lol"""
0,,"""@Dan_tm But he's ugly!"""
0,,"""Don\\'t really care she\\'s billionaire\\'s daughter (so Lady Gaga btw- think identifies w/ ur struggle!), SNL performance definitely - looked nervous, terrified fact, I don\\'t blame her! The kind audience SNL has, I would peeing panties stage! Even Marilyn Manson admits puking nerves befor live shows fresh scene....\\xc2\\xa0 Bottom line this:\\xc2\\xa0 I heard song, I liked it, I downloaded rest I love style.\\xc2\\xa0 fake lips all, I think works like boss said ""She made playlist, so..."""""
1,20120619001840Z,"""Apparently stupid even watch video get right. For desperately needed information, Reagan interrupted\xa027 seconds statement. The statement clearly another 20 seconds.\n\nYou irrefutably proven can't get facts straight even video front retarded face. Thanks proving right."""
0,20120611215825Z,"""That 3.50 get cup coffee Starbucks"""
0,20120530140519Z,"""Go Rox!....Make 3 row tonight!"""
0,20120515161425Z,"""then Thief Justice apologist Pabaon General !"""
1,20120610013823Z,"""Your idiot"""
0,20120528100240Z,"""Compared USA, Zimbabwe looks clean."""
0,20120620133935Z,"""oo shit nice :D"""
0,20120529200730Z,"""They'll probably get signatures (stupid churches). Would awesome the\xa0referendum\xa0does lose. That anything show things changed."""
1,20120502194207Z,"""Hows mom's basement doing?"""
0,20120620164208Z,"""@K.Moss Shred tiny pieces, glue body."""
0,,"""Stick Santorum. Your obsession wife makes look like ass.\\n\\nThere plenty pick him. He big freak are"""
0,20120528181128Z,"""You know struggling Descalso hits homer ya.....yikes!"""
0,20120620172835Z,"""Amen. Now problem solved."""
0,20120515221827Z,"""Please let us know logged viewing from."""
1,20120612063137Z,"""and arent much loser them? \ni say worse"""
1,20120530123011Z,"""Damn Nicole, fuck us, once. Please?"""
0,20120529011640Z,"""When storming field pulling win USU ( home) know program trouble."""
0,20120515170022Z,"""Where going this?"""
0,20120609164515Z,"""http://yo.assbag.go-fuck.yourself-bitch.on-facebook.you-stincky-hoe.now.click-motherfucker.com"""
0,20120530023930Z,"""here boy sander"""
0,20120618215557Z,"""Hey, that's insult religious beliefs.\n\nMake fun Santa Jesus like, HL3 prophesied sacred Valve Scrolls."""
0,20120530063915Z,"""BBU,A friend I playing produce farming three years, evry since economy got soft. I grow cabbage collards fall, beans tomatoes, bell peppers spring. Been thinking lettuce lately."""
1,20120515202649Z,"""Smacked who? You coonass boys sure corny."""
0,20120619002815Z,"""@JonKlimasIsNOT_A_BRONY\xa0\xa0@JenBroflovski\xa0\xa0@SaintMarty\xa0Deal! \xa0Wait....... damn."""
1,20120320110156Z,"""Oh bore Stupid twat !"""
1,20120620164342Z,"""Not sure joking dumb/have knowledge comics."""
0,20120619224703Z,"""Etan amazing wife Lucy"""
1,20120620033415Z,"""Uh Guest, using ""uh"" make sound intelligent superior. makes sound like moron always prove be. In case spell ""duh."""""
0,20120619040445Z,"""Franklin street #fuckwitme"""
0,,"""Guess got money buy ""lavish"" tributes."""
0,20120527174139Z,"""Have worked kitchens body piercings banned\xa0because potential danger piercings falling food possibility setting heat sensors. Is\xa0 food safety Victorian policy"""
1,20120320202041Z,"""No toad libturd!"""
0,20120612134742Z,"""Aw, says ""Centre"" right outside big red letters!\n\nOf course called Rogers owns team, stadium, TV empire broadcasts games. Normal people still call Skydome."""
0,,"""@Lost Ones @Old Man Game Don't get wrong, I like THE Reggie Jackson, think Maynor manning second unit? Our starters get lead, second unit makes grow. I think start happen later year, Jackson getting feet wet. Anyone else think Jackson plays lot like RW rookie year? Out control, super athletic able use athleticism make position sometimes."""
0,20120610054801Z,"""I'll take word it."""
1,,"""Captain, You need quit standing head, You cranial recital inversion problem, You inserted cranium far recital cavity seeing everything upside down.\\n"""
0,20120529021135Z,"""You tell 'em Max!"""
0,,"""THEY FUCKING KILLED IT!!!!\\n\\nGO HYO GO HYO!!!!"""
1,20120620143809Z,"""Yes filthy little lefty troll....both barry proven point!"""
0,20120529044409Z,"""Why here?"""
1,20120529204507Z,"""None class\nListen Serena--classless--horrible human being\nNadal give opponent credit--unlike Serena."""
0,,"""@CassandraBlack sorry bout misspelling name btw! Gina Gina Gina!! ok, got :)"""
0,20120611204000Z,"""Kwaartz - favor. Go Africa look cultural achievements white man came: wheel, reading writing, bridges, buildings mud huts look like bird nests.\n\nThen tell proud African culture. Far better proud US culture methinks."""
1,20120620020830Z,"""Please idiot"""
0,,"""What going do, watch party keep minority people ignorant? Compassionate liberal, my.ass!"""
1,20120610152113Z,"""FUCK ALL HEAT HATERS.YALL CAN SUCK MY DICK , I GOT NOTHING AGAINST OKC BUT FUCK EM TOOO !! WE WINNING THIS YEAR WADE COUNTY KING JAMES BITCHES , 305"""
0,,"""jackson westbrook together worked well thought, funny cause maynor westbrook never worked well minutes weve seen it"""
0,20120514051302Z,"""They wont unless people like stop coming whinge."""
1,20120619203911Z,"""oh, got information Fox news network idiotic right-wing tea bagger blogger! They always distort truth. get life stop blaming president b/c loser life..."""
0,20120620011857Z,"""I LOVE TOP death, I get blue hair's\xa0not only\xa0his right. Jokwon looks good too. :)\n\n\nBut\xa0honestly, TOP will\xa0forever\xa0be ONLY one my\xa0heart\xa0as blue cotton candy ice-cream. :D"""
0,20120529142125Z,"""And....you know....being probation."""
1,20120320170039Z,"""Die bloated sack cow shit"""
0,20120530004008Z,"""""A man threw intestines police.""\n\n""And rectum?""""No, survived, good.""\n\nOkay, I'll stop now."""
1,20120612013756Z,"""dan_amd\n\n\n\n\nYou realy clue every single idiotic comment posts.\nWE ALL DON'T enjoy stupid PRO AMD B:U:L:L:S:H:I:T ignorance.\nPlease crawl back fat ass gay loving buddy charlie\ndemerjian semiinaccurate try find light inside - U stupid FAG!\n\n\n\n\nWE REALY DON'T NEED AND WANT YOUR POST HERE ANYMORE!"""
0,,"""CITY WERE SO LUCKY DEFOE SHOULD HAVE GOT THE WINNER BALOTELLI SHOULD HAVE BEEN OFF !!"""
1,20120618212610Z,"""You born r n."""
1,20120619142242Z,"""Then watch loser."""
0,20120528222747Z,"""Escobar All-Star. Not even close. Asdrubal 10 times better. To think Escobar better stupid. He decent SS best. 1 homer 13 RBI terrible strikeout walk ratio. Bruseki idiot."""
0,20120529020515Z,"""Pujols gonna bomb one Center. Book it!"""
0,20120610155659Z,"""Im-fuckin'-POSSible!\xa0\xa0\xa0 I thought I knew JayJay Mohr I know shit!"""
1,20120515062633Z,"""That's morons."""
0,,"""As always said succinctly. It Santorum\\'s continued integrity makes worthy conservative vote. Should lose compromise values, says country Christianity west Rick. Let\\'s pray America far gone today\\'s voter puts stock willingness ""do whatever takes"" willingness right regardless cost."""
0,20120619020437Z,"""I assume trolling? I can't see reason post."""
0,,"""@lastminutemandy I think hallucinations could make interesting feb writing you!"""
0,20120529211426Z,"""Well nothing torn I get much injured someone be. I think Rangers really cautious Feliz"""
1,20120610173833Z,"""grrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrr hate motherfuck dad need\xa0 burned stake"""
1,20120619231438Z,"""Gee whiz ryan dik small? Maybe invest dik extender instead new computer. You nothing keyboard warrior."""
0,20120529202728Z,"""I understand? Dodger stadiium problem quite time now...I live Cali know problems surround dodger stadium! Too many gang bangers enough fans!"""
1,,"""hey dick lick know go ufc fights know goes fighters hate fighting ufc paid think nothing mexican princes screw dick ride on\\xc2\\xa0"""
0,20120515094039Z,"""Maybe need better trained guy"""
1,20120619164631Z,"""Yeah, fuckingterrorist supporting skumbag. Fuckingloser!"""
1,20120619215046Z,"""And one daily licks out."""
0,20120619202108Z,"""Yet know Mama Manzo is, even though Mrs Juicy co-writer fact is, STILL three books still Celebrity Apprentice, tabloids, popping over, Mama Manzo have, Black Water three kids laying around eating day gay man servant family wants shipped lower Slobovia"""
1,20120619210519Z,"""Go suck gay boy Brocks filthy-cock."""
0,20120612124131Z,"""Why hell would need extra storage?\n\nThats like asking, ""why hell would want free apps?"" Facepalm. You apple fanboys brains iHeads."""
0,20120609190924Z,"""It one things Federal Government Constitutionally SUPPOSED pay for."""
0,20120528134448Z,"""you funny"""
1,20120515215752Z,"""thats complete bullshit black people arent people soul sound ignorant \xa0shit whites struggle im black many white friends thjat rough growing really belive white cant relate c'mon now"""
1,20120619134341Z,"""You're uniformed idiot, lazy/maxketter.\xa0 Many CSRS people (me included) paid full 40 ""quarters"", yet receive small percentage full SS.\xa0 I paid 40, continued pay every single month next\xa028 years military reserves payrolls, yet I receive zero credit 28 years quite reach threshold ""substantial"" contributions.\xa0 So money drain.\xa0 More accurately, going you, spend life whining dedicated federal employees get much less government trough do."""
1,20120529163654Z,"""Im talking present moron lol."""
0,20120612012529Z,"""These ARE indoors. Glossy sucks everywhere."""
0,20120610125319Z,"""If think Obama chance winning delusional thinking Scott Walker going lose."""
0,,"""Would someone please send guy blow doll Obama 55 gallon drum KY done . . .\\n\\n\\xe2\\x80\\x9cI\\xe2\\x80\\x99m fine\\xe2\\x80\\x9d\\n\\n\\n\\n- President Obama Northern Virginia Community College students.\\n\\n\\n\\nFebruary 13, 2012\\n\\n\\n\\nDear President Obama,\\n\\n\\n\\nI\\xe2\\x80\\x99m happy hear Obama family well economically.\\xc2\\xa0 Thats good.\\xc2\\xa0 That\\xe2\\x80\\x99s America supposed work.\\xc2\\xa0 You worked hard.\\xc2\\xa0 You sat church listened every one Reverend Writes sermons attacked nation President of.\\xc2\\xa0 Rose ranks Chicago politics still smell like fresh bar Irish Spring.\\xc2\\xa0 That\\xe2\\x80\\x99s impressive.\\xc2\\xa0 The wife got nice cushy job.\\xc2\\xa0 You got elected politically knocked opponent, happy he\\xe2\\x80\\x99s still breathing, made way.\\xc2\\xa0 I\\xe2\\x80\\x99m leaving sweet heart mortgage whole Roland Burris/Blagoiavich thing it\\xe2\\x80\\x99s little sordid, I\\xe2\\x80\\x99m mood.\\xc2\\xa0 It Valentines day:)\\n\\n\\n\\nIs new American dream?\\xc2\\xa0 Must be.\\xc2\\xa0 But I don\\xe2\\x80\\x99t see Americans access it?\\xc2\\xa0 Where one go school learn self hating rich person pleas populace raise taxes avoid appearance wealth forestal masses knocking door.\\xc2\\xa0 I\\xe2\\x80\\x99d like think I money I would give lot away good people, good causes.\\xc2\\xa0 I\\xe2\\x80\\x99d like think I would person would use wealth unwisely selfishly like Mr. Buffet do.\\xc2\\xa0 You people selfishly convince others use money obtain political goals claiming motives pure.\\xc2\\xa0 Really?\\xc2\\xa0 How pure ones motive advocate abortion delving private relationship Man God?\\xc2\\xa0 What ever happened separation Church State?\\xc2\\xa0 Oh I forgot.\\xc2\\xa0 Religion can\\xe2\\x80\\x99t public square, unless muslim, government infiltrate churches synagogues.\\n\\n\\n\\nYour motives pure all.\\xc2\\xa0 Recently feds even gone fresh milk production.\\xc2\\xa0 Even cows aren\\xe2\\x80\\x99t safe rich people like Mr. Buffet Mr. Soros.\\xc2\\xa0 What rich people milk?\\xc2\\xa0 Are afraid we\\xe2\\x80\\x99ll riot run it?\\xc2\\xa0 I wonder forty years wonder isn\\xe2\\x80\\x99t enough milk.\\xc2\\xa0 All need look Smithsonian.\\xc2\\xa0 There two heifers, stuffed, plaque read, \\xe2\\x80\\x9cThese cows productive!\\xc2\\xa0 Nien!\\xc2\\xa0 This must happen!\\xe2\\x80\\x9d\\xc2\\xa0 Will one day museum stuffed rich people too?\\xc2\\xa0 We tried leads nightmare.\\xc2\\xa0 Money like manure good unless spread.\\xc2\\xa0 When spread tends grow thing like grass cows eat, make something called milk.\\xc2\\xa0 Capital also creates businesses hire employees pay taxes use money things like take vacations go hunting trips friends.\\xc2\\xa0 Regardless, can\\xe2\\x80\\x99t even speak cows, speak for?\\n\\n\\n\\n:)\\n\\n\\n\\nRespectfully,\\n\\n\\n\\nJoe Doakes"""
0,,"""Well, hard Iran claim Israel responsible one attacks. The purpetrator blow cooperative enough bring passport prove Iranian. These countries, especially India rethink relationship Iran cooperate sanctions. Buying oil state sponsors terrorism lead problems all. It prove anyone objective person nation doubts previously Iranian Regime engaged lies deception, involvement terrorism concerning Nuclear Program."""
0,20120611182952Z,"""Unless world wars war always fought poor disenfranchised simply way society wroks"""
0,20120612004409Z,"""i want know billboard post comment. seriously? negative comments blog. screw you!"""
0,20120612132842Z,"""You Zobiana's Healing Temple one thing I am.....so I guess know friggin' liar asswipe.\xa0Luana lucky far away nasty Perry family considering DP abusive POS thief well\xa0 probable whole famiy creepy mess.\xa0 I starting hear banjos playing thinking nasty Perry people."""
0,20120620155723Z,"""So beautiful, little gal crocheting together. Her work perfect, I know shining, inside out. :)"""
0,20120528153418Z,"""Have fun Roger, takes little heat Saint's crap"""
0,20120610135435Z,"""It's serious! It's swimsuit pic like posing porn ppl! Ugh y'all kills me"""
1,,"""Apparently you, idiot."""
0,20120502112148Z,"""Truer words seldom spoken. You voice reason."""
0,20120610142245Z,"""So Ladd working writing blog, government owned computer, taxpayers time using taxpayer paid internet service?"""
0,20120528134646Z,"""You different, good way!"""
1,20120515232428Z,"""<STRONG><A>YOU ARE A MEAN SPIRITED AZZHOLE. POSTERS HAVE ASKED YOU TO STOP THIS!!!! NO WONDER EVERYONE ON THIS BLOG HATES YOU!"""
0,20120609232539Z,"""The collapse near, think!\n\nHey EU people (and US people, way), let's face all:\n\nWe bankrupt!\nThis jut much debt. Everybody drowning sea of....debt.\nDerivatives exceed, far, world GDP.\n\nSorry.....but seems me: game (soon) over!"""
0,20120515125924Z,"""Aren't you?"""
0,20120609221248Z,"""What woud do...shoot him?\xa0 Proud example indeed."""
1,20120320184732Z,"""If I could find you..the correct term filty-h0m0 life would become....extinct."""
0,,"""Those feel great joke obviously never victims rape, mothers, sisters daughters victims. I doubt would find anything remotely funny it. """
0,20120529044541Z,"""Wow Paul, fishin's cool, bass flounder two favorites I also like specs perch!\xa0 My day full fun later day. This mornin went early bible class memorial, cemetary visited Dad flowers stopped San Jacinto monument took grandbabies tour refurbished Battleship Texas. They wanted dogtags shell casings chain, go figure...and came home sparked Weber. Whew... made fresh green beans made girls snap potato salad fruit. Smoked brisket, chicken, course ribs.\n\nFirst thing news today great. It's official, say Texas likely enough delegates secure nomination Romney.\xa0 Yahoooo!!!"""
0,20120610020534Z,"""Maybe change tomorrow.\xa0 I thought might tonight I guess not......"""
0,,"""your wife loon,mick wont give attention wants kicks bit like child doesnt get way likes centre attraction grow up"""
0,,"""My mother-in-law loose again. She loves wallabies!"""
0,20120530022806Z,"""Again:\xa0 I count it.\n\nAnyone continues support current empty suit either totally deluded a_traitor."""
0,20120612012811Z,"""A Nickelback riot two fans get argument."""
0,,"""I friend lives Thailand. This bomber trying blow school full INNOCENT children! He got legs blown result (thankfully) failed attempt."""
1,20120320132142Z,"""you retarded"""
0,20120528181219Z,"""Must nice umps team."""
0,,"""I love news scares trolls. Even try defend something blatantly wrong. Then again, logic apply probably one soon. Who think extra $20,000 sitting around donate them? We Soros. Why suck resources dry go pittance?"""
1,20120528004538Z,"""@FUCK:disqus\xa0YOU CNN FAGGOTS."""
0,20120610145630Z,"""FUCK OTR"""
0,20120528234444Z,"""Let's see girl's set."""
0,,"""Panetta kissing Obamas ass,he'll ever loser President tells do,Obama trying destroy America,cutting back defence good way enemys attack us,he wants save money spend radical programs dreamed ,like forcing Catholics go faith,and says over,no debate,like he's King America want says law,he thinks Americans stupid,he's one knows to\\xc2\\xa0help us,but there's election coming looks bad B.O.if voters get joker office we're doomed nation."""
0,20120527164622Z,"""egypt either Islamist high last dictatorship president, either way democracy last long"""
0,20120619194129Z,"""@Rourke needs give fucking like\xa0you mean Polenta?"""
0,20120620002041Z,"""Then duck, Fascist. Good thing liberals hunt, country would run Donald Duck conservatives would served gravy potatoes. Assuming, course, hyper-urbanized fops pull Elmer wind shooting beaks off."""
1,20120612042441Z,"""Or flaming queen like Gheyrooster!"""
0,20120610074001Z,"""i remembered two countries called SODOM AND GOMORRAH, AND I WILL LIKE YOU TO ALSO REMEMBER IT EVEN NOW, BCOS THAT SAME GOD NEVER CHANGE!"""
0,20120620163649Z,"""Co je za stupidn\xed ot\xe1zka !!!!\nTo nen\xed nic lep\u0161\xedho, praktick\xe9ho, aktu\xe1ln\u011bj\u0161\xedho,kritick\xe9ho,moralizuj\xedc\xedho atd.........\nBernard z Moravy"""
0,,"""Definition WRESTLING stupidity...take gifted technically sound female WRESTLER make joke backstage skit farting. Am I person thinks time mass firing Creative Team much like WWE talent performing expectations? If happened 3 times year staff like talent pretty much guarantee guys would get heads asses put better material TV this."""
0,20120611200435Z,"""Oh Sally, take medicine"""
1,20120609231442Z,"""fuck off, fucking pathetic bitch, much say yourself.google it."""
0,,"""i\\'m directing comment fellow chelsea supporters.\\n\\ni agree AVB. I think strict big name players. If manager team need strict. Avram Grant soft. Scolari soft. Ancelotti 2nd year soft. Are still manager... no. By time manager things way play tune. At least (if sacked) say things way, unlike scared managers afraid touch drogba, anelka, lampard Terry. Too long ""big personality"" players rule Chelsea. Remember 3rd season Jose\\'s reign lost league untd, early season Drogba wanted leave sulking champions previous 2 years Jose left, sulked even causing lot negativity camp. OH remember champs final sent AND ANELKA\\'S MISSED PENALTY????? next year Scolari became manager sulked even caused negativity team. point doesn\\'t sulk win things. Players like Drogba, Malouda, Anelka, Lampard Terry get paid lots money per week professional give best. CLEARLY AND THEIR SHOULD BE NO ARGUAMENTS FROM CHELSEA SUPPORTERS WHEN I SAY NONE OF THESE PLAYERS THIS YEAR ARE PERFORMING WELL ENOUGH TO BE IN 1ST TEAM YET THEY ARE DEMANDING FIRST TEAM ACTION. MALOUDA IS A WAISTE OF TIME, MONEY AND A PLACE IN THE TEAM. If Sir Alex instead AVB Man untd fans would supported him, i\\'m asking, AVB. I\\'m big fan Jose, think AVB perfect Chelsea soon older players leave summer see true CHELSEA.. We set buy Willian, Hazard, Christensen Neymar. Players Paizon coming next season. IMAGINE THE FOLLOWING SQUAD FOR NEXT SEASON.\\n\\n TORRES - STURRIDGE- NEYMAR\\n\\nMATA - ESSIEN- ROMEU - RAMIREZ - PAIZON -MEIRELES - HAZARD WILLIAN\\n\\n COLE- CAHILL-TERRY-LUIZ-IVANOVIC\\n\\n CECH\\n\\ncome know smiling chelsea fan know worried non chelsea fan. GO AVB!!!!!!"""
0,20120502140507Z,"""Get Gungnir Growlanser: Wayfarer Time touching PSP summer."""
0,,"""@gdlow The fact picked 7th round bearing decision. He stuck behind JaMarcus Russell three years stock drop strange say least. Irrelevant through, look fact worked one game's best QBs best QB coaches 4 years. Not mention Philbin knows make succeed."""
0,20120609164437Z,"""Other old USSR, really secretive government U. S.?"""
0,20120619210722Z,"""@MattWestcott\xa0funny Apple employees (me) told say OS TEN...not OS X like trying elude to. fact, OS ""EX"" frowned upon dialog. bitch harder things actually know about. oh wrong Star Wars thing too."""
0,20120618200142Z,"""Jesus Christ, Powell [Caleb/Colin], [Dylan Grey]\xa0could fucking bartender know."""
0,20120618192848Z,"""If Romney gets a\xa0first\xa0term exactly spot, fantasy politicians parties run country, true power lies NSA CIA, president nothing figure head."""
0,20120528134526Z,"""Thanks Curtis, welcome......"""
0,20120529171903Z,"""Can show photo fat?"""
1,20120529044734Z,"""Decapitate? \xa0The helmet hit ass...where ""your"" head is!"""
1,20120619124708Z,"""You`re sad excuse human being."""
0,20120619145206Z,"""No. What's finally going end bullying bullshit holding parents financially responsible acts darling little miscreants.\r\n\r\nWhen start laying&nbsp;whopping fines feet parents child bullying, better believe they'll slamming brakes ""little Johnny's"" extracurricular activities faster say word Faggot."""
1,,"""Your pussy. Stop hitting woman fight bitch ass nigga"""
0,20120619180853Z,"""Thanks service, man. You're looking good. When's next leave? ;)"""
1,20120620003826Z,"""Don't forget add inspired troll chime in.... go back bridge behave yourself."""
1,20120619062347Z,"""No one left wast's encompassing government, idiot."""
0,,"""You suck knack spoken word!"""
0,,"""What taxpayers bonus???"""
1,20120528204123Z,"""Bitch digraced whole nation.. Now wait whole Pakistan bombard precious comments! Fuckin FRAUD!"""
1,20120503011159Z,"""They buy apply residency like person. So shut ignorant fool."""
0,20120610060111Z,"""Have yourself?"""
1,20120320215957Z,"""Yea I waste time\xa0documenting\xa0your lunacy. Sorry dikhead know post. Unlike suffer ADD"""
0,20120527192245Z,"""The Miami heat 2012 NBA Champions...."""
0,20120610213513Z,"""i refuse comment nigga hairline worth 9 figures might 10 b4 fuck yo bitch make yo watch kind money nigga grow curl still wants kind money"""
0,20120620051745Z,"""Have told dem friends upset chose Mormon lead Senate them?"""
0,20120529233657Z,"""Your team nastiest trash talker ""KG"" NBA crying LeBron said, YEAAAAAA, YEAAAA fouled him... LMAO #S-O-F-T"""
0,,"""i personally like http://dankcovers.com :D"""
0,,"""@Aramis Tho No, totally missing point. Google+ totally incomparable Facebook. It's like macro version twitter, better segmentation/grouping functionality."""
1,20120611225239Z,"""You literally like robot creation nightmares. Do drips feeding utter horror you.\n\nLet's hope never meet, I know whether pray knock lights out."""
1,20120610061825Z,"""he weak ass fuck"""
0,20120530132337Z,"""Campbell, I urge stop cutting. One little relapse mean failed. Put razors trash haul trash curb gets picked up. You better that. Please get support need deserve CT whoever comfortable with. And know support welcome email privately time want discuss things less publicly. Get healthy get house something productive feel better self-worth. Whether looking another job, walking dogs, going lunch someone volunteering - getting something great way free mind healthy way."""
0,20120529220300Z,"""What basis argument? \xa0It surely can't solely misplaced 'only'. \xa0Have children bad experiences American Schools? \xa0I ask simply must practically expert education United States order make comments confidence."""
